"Date","N°/Type","Description","Mémo","Montant EUR","Compte","Catégorie","Pointé","Labels"
"27/02/2014","","CION/VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/02/2014","","VIR O/ST MICRO ELECTRONICS S.A","","1392.53","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"26/02/2014","","CION  AMENNET P1 02/14","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/02/2014","","TVA SUR AMENNET P1 02/14","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"25/02/2014","","CHQ 3577383 FAV MARMECH TAREK","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"24/02/2014","","STE HAMTEL","","-30.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"24/02/2014","","RECH TN USSD 24022014 058140222853","","-6.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"20/02/2014","","TUNISIANA FACTURES","","-5.96","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"06/02/2014","","STE MARCH. YALIL PROD","","-270.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Comptes chèques> Amen","NON",""
"04/02/2014","","STE HAMTEL","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"03/02/2014","","DAB CACS AB","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"02/02/2014","","Solde initial","","-250.01","> Divers> Soldes initiaux","> Actifs> Comptes chèques> Amen","NON",""
"30/01/2014","","SHELL ENNASSER","","-57.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"28/01/2014","","CION  AMENNET P1 01/14","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"28/01/2014","","TVA SUR AMENNET P1 01/14","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/01/2014","","REGLEMENT  EFFET  AU : 27012014","","-271.35","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/01/2014","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/01/2014","","CION/VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/01/2014","","VIR O/ST MICRO ELECTRONICS S.A","","1392.53","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"24/01/2014","","INT/ CREDIT LONG TERME HABITAT DU 27/01/2","","-501.54","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"24/01/2014","","DAB CACS AB","","-150.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"20/01/2014","","ACHAT DU","Abonnement moving (pr 2)","-460.00","> Dépenses> Bien être et soins> Sport","> Actifs> Comptes chèques> Amen","NON",""
"20/01/2014","","ENC 1 CHQ","","40.00","> Revenus> apport famille","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","INT/ CREDIT FINANCEMENT COMPTE DU 20/01/2","","-647.31","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","INT/ CREDIT FINANCEMENT COMPTE DU 20/01/2","","-512.97","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","INT/ CREDIT FINANCEMENT COMPTE DU 20/01/2","","-512.97","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","INT/ CREDIT FINANCEMENT COMPTE DU 20/01/2","","-215.45","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","DAB CACS AB","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","CION ENC/ 1 CHQ 6205","","-0.70","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","TVA SUR CION ENCAISSEMENT","","-0.13","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"17/01/2014","","VERSEMENT 05820140117VER679","","2090.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"09/01/2014","","REST. LE CHATEAU NEUF HAMMAMET","","-105.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"07/01/2014","","INTERET AU  31/12/13","","-1.18","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"03/01/2014","","SONEDE","","-20.00","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"03/01/2014","","ACHAT DU","","-15.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"03/01/2014","","STEG","","-5.50","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"31/12/2013","","FRAIS TENUE COMPTE AU 31/12/2013","","-11.80","> Dépenses> Banque> AGIOS","> Actifs> Comptes chèques> Amen","NON",""
"30/12/2013","","Geant","","-46.24","> Dépenses> Quotidien> Produits","> Actifs> Comptes chèques> Amen","NON",""
"30/12/2013","","Resto Indien","","-45.50","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"27/12/2013","","REGLEMENT  EFFET  AU : 27122013","","-285.86","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/12/2013","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/12/2013","","CION/VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/12/2013","","VIR O/ST MICRO ELECTRONICS S.A","","1766.40","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"26/12/2013","","INT/ CREDIT LONG TERME HABITAT DU 27/12/2","","-487.01","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"26/12/2013","","CION  AMENNET P1 12/13","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/12/2013","","TVA SUR AMENNET P1 12/13","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"16/12/2013","","CRK","","-195.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Comptes chèques> Amen","NON",""
"16/12/2013","","CHQ 3577380 FAV MEDITERRANEE TOURHOTEL MADISON","","-140.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"13/12/2013","000 ,","CHQ 3577378 FAV STE AMBRE  ,,12/12/2013, 65","","0.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"13/12/2013","","CHQ 3577379 FAV TRIMECH ZOUHEIR","crk","-59.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Comptes chèques> Amen","NON",""
"09/12/2013","3577377","CHQ 3577377 FAV MR GRATI FETHI REST","","-80.00","> Dépenses> Loisirs> Bar","> Actifs> Comptes chèques> Amen","NON",""
"04/12/2013","3422125","CHQ 3422125 FAV SEGPV","","-53.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"04/12/2013","","DAB CACS AB 075 03.12.13","","-30.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"03/12/2013","","VIR FAV/ 07807008110110116778","","-6400.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"03/12/2013","","ACHAT DU 02.12.13","","-59.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"03/12/2013","N T.C","CION CRéATION T.C  35860325131390704018","","-10.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"03/12/2013","","CION/VIRT ORDONNE","","-2.36","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"03/12/2013","RéATION","TVA / CION CRéATION T.C  3586032513139070","","-1.80","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"03/12/2013","EDIT  R","DEBLOCAGE CREDIT  REF 3586032513139070401","","6400.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"02/12/2013","","JULES","","-392.60","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Comptes chèques> Amen","NON",""
"02/12/2013","3302563","RECH TN USSD 01.12.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"28/11/2013","","REGLEMENT  EFFET  AU : 27.11.13","","-268.02","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"28/11/2013","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"28/11/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"28/11/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1755.35","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"27/11/2013","LONG TE","INT/ CREDIT LONG TERME HABITAT DU 27/11/2","","-499.56","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/11/2013","3577376","CHQ 3577376 FAV DISTRICT STEG ARIANA","","-169.80","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"27/11/2013","","CION AUT PROV DECOUVERT","","-8.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/11/2013","","TVA/CION AUT PROV DECOUVERT","","-1.44","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/11/2013","","Remboursement surcout frais juridique cea","","59.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"26/11/2013",".13 OPE","ATM EL MENZAH VI       TUNIS","","-50.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"26/11/2013","T P1 11","CION  AMENNET P1 11/13","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/11/2013","NET P1","TVA SUR AMENNET P1 11/13","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/11/2013","","VERSEMENT","","330.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"25/11/2013","","VERSEMENT","","400.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"22/11/2013","E RECHE","COMMISSION DE RECHERCHE ET DE MONTAGE FIN","","-48.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"22/11/2013","SION DE","TVA / COMMISSION DE RECHERCHE ET DE MONTA","","-8.64","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"22/11/2013","1.13 OP","MSM MAAROUF SERVICE   BENAROUSSE","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"21/11/2013","3422124","CHQ 3422124 FAV MAITRE SIHEM KEFI (garage)","garage","-336.00","> Actifs> Maison","> Actifs> Comptes chèques> Amen","NON",""
"21/11/2013","16/11/2013","AKMEN GAMES           TUNIS","fatouma 1 an","-37.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Comptes chèques> Amen","NON",""
"21/11/2013","","CION AUT PROV DECOUVERT","","-8.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"21/11/2013","","TVA/CION AUT PROV DECOUVERT","","-1.44","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"21/11/2013","","ENC 0001 CHQ 20.11","dorsaf","160.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"20/11/2013","3422123","CHQ 3422123 FAV TRESORIER GENERAL","","-120.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"20/11/2013","","CION AUT PROV DECOUVERT","","-2.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"20/11/2013","0000001","CION ENC/ 0000001 CHQ 4001","","-0.70","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"20/11/2013","","TVA/CION AUT PROV DECOUVERT","","-0.36","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"20/11/2013","0000001","TVA SUR CION ENCAISSEMENT","","-0.13","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"19/11/2013","ION ACT","CION  REDACTION ACTE JURIDIQUE","","-200.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"19/11/2013","EDACTIO","TVA /CION  REDACTION ACTE JURIDIQUE","","-36.00","> Dépenses> Banque> Frais CEA","> Actifs> Comptes chèques> Amen","NON",""
"18/11/2013","3422122","CHQ 3422122 FAV SOCIETE ALMERIA","","-57.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"11/11/2013","3422121","CHQ 3422121 FAV H.R CREATIVE","racem","-500.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"11/11/2013","","STEG                  TUNIS","","-39.80","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"08/11/2013","","VERSEMENT","racem","500.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"04/11/2013","","ATM EL MANAR CAMPUS    TUNIS","","-200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"04/11/2013","","ACHAT DU 02.11.13","","-12.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"30/10/2013",".13 OPE","ATM EL MANAR CAMPUS    TUNIS","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"29/10/2013","","REGLEMENT  EFFET  AU : 27.10.13","","-282.66","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"29/10/2013","T P1 10","CION  AMENNET P1 10/13","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/10/2013","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/10/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/10/2013","NET P1","TVA SUR AMENNET P1 10/13","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/10/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1059.16","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"28/10/2013","LONG TE","INT/ CREDIT LONG TERME HABITAT DU 27/10/2","","-488.95","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"25/10/2013","","SHELL MENZAH 9","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"14/10/2013","3422117","CHQ 3422117 FAV MR GRATI FETHI REST","ghassen","-85.00","> Dépenses> Loisirs> Bar","> Actifs> Comptes chèques> Amen","NON",""
"14/10/2013","","MSM MAAROUF SERVICE","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"14/10/2013","","MSM MAAROUF SERVICE","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"11/10/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"11/10/2013","","VIR O/ AON  TUNISIE                  HAMZ","","26.00","> Dépenses> Santé","> Actifs> Comptes chèques> Amen","NON",""
"09/10/2013","3422115","CHQ 3422115 FAV ABDELKEFI ZOUHA","","-57.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"09/10/2013","30/09/1","INTERET AU  30/09/13","","-0.97","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"03/10/2013","3422114","CHQ 3422114 FAV DAHMEN ADEL - C.D.P.","batterie","-156.00","> Dépenses> Auto> Entretien","> Actifs> Comptes chèques> Amen","NON",""
"03/10/2013","","SONEDE","","-21.90","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"02/10/2013",".13 OPE","DAB AB 28.09.13 OPE 686861","","-200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"01/10/2013","COMPTE","FRAIS TENUE COMPTE AU 30/09/2013","","-11.80","> Dépenses> Banque> AGIOS","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1527.82","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","LONG TE","INT/ CREDIT LONG TERME HABITAT DU 27/09/2","","-508.62","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","","REGLEMENT  EFFET  AU : 27.09.13","","-264.73","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","3422113","CHQ 3422113 FAV ABDELKEFI ZOUHA","","-59.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","T P1 09","CION  AMENNET P1 09/13","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/09/2013","NET P1","TVA SUR AMENNET P1 09/13","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/09/2013","3422109","CHQ 3422109 FAV KANZARI ABDELLAZIZ","","-100.00","> Dépenses> Santé","> Actifs> Comptes chèques> Amen","NON",""
"19/09/2013","","STEG","","-62.20","> Dépenses> Logement> chez moi> Factures","> Actifs> Comptes chèques> Amen","NON",""
"16/09/2013","","STE LA VILLA","dorra (lustre)","-12.90","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Comptes chèques> Amen","NON",""
"13/09/2013","07/09/2013","HOTEL SHERATON TUNIS  TUNIS BELV","","-36.00","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Comptes chèques> Amen","NON",""
"09/09/2013","3422112","CHQ 3422112 FAV SOCIETE MEDITERRANEO","","-62.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"09/09/2013","","OILIBYA ESSASSI MED SGEL OUARDIA","","-51.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"09/09/2013","","MONOPRIX EL MANAR","","-42.64","> Dépenses> Quotidien> Produits","> Actifs> Comptes chèques> Amen","NON",""
"06/09/2013","3422110","CHQ 3422110 FAV TUNISIE VALEURS","","-2000.00","> Actifs> Placement> Bourse> Compte bourse moon","> Actifs> Comptes chèques> Amen","NON",""
"06/09/2013","","ATM ENNASR","","-50.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"05/09/2013","","MSM MAAROUF SERVICE","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"04/09/2013","3422108","CHQ 3422108 FAV AMMAR            KAR","","-40.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"02/09/2013","3422107","CHQ 3422107 FAV STE BLUE MOTORS SARL","70000","-58.27","> Dépenses> Auto> Entretien","> Actifs> Comptes chèques> Amen","NON",""
"02/09/2013","","SNDP 3","","-50.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"02/09/2013","3302563","RECH TN USSD 30.08.13 23302563","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"30/08/2013","","ANN ACHAT 16.08.13","","295.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Comptes chèques> Amen","NON",""
"29/08/2013","","MSM MAAROUF SERVICE   BENAROUSSE","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"29/08/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"29/08/2013","","VIR O/ ST MICRO ELECTRONICS S.A      HAMZ","","1718.41","> Revenus> Salaires","> Actifs> Comptes chèques> Amen","NON",""
"28/08/2013","3422106","CHQ 3422106 FAV BELKHIR KAMEL EDDINE","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"28/08/2013","T P1 08","CION  AMENNET P1 08/13","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"28/08/2013","NET P1","TVA SUR AMENNET P1 08/13","","-0.72","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"27/08/2013","LONG TE","INT/ CREDIT LONG TERME HABITAT DU 27/08/2","","-509.03","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/08/2013","","REGLEMENT  EFFET  AU : 27.08.13","","-263.14","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"27/08/2013","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"26/08/2013","3422103","CHQ 3422103 FAV RESTAURANT LA DAURAD","","-91.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"26/08/2013","PE DU 2","ESSO SORTIE SUD       TUNIS","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","GAB BZ SIDI BOU SAID","","-200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","GAB BZ SIDI BOU SAID","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","FESTIVAL EL JEM       EL JEM","","-75.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","TOTAL ALMERIA BOUTIQUE  GROMBALIA","","-40.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","CION/RET DAB","","-1.36","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","CION/RET DAB","","-1.10","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","TVA/CION RET DAB","","-0.24","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","TVA/CION RET DAB","","-0.20","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","ANN TVA/CION RET DAB","","0.24","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","ANN CION DAB AUTRE BQ","","1.36","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"23/08/2013","","ANN DAB CACS AUT.BQ     22.08.13","","200.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"20/08/2013","3422101","CHQ 3422101 FAV SOCIETE CLICAR SUARL","papa","-900.00","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"19/08/2013","","STE GARDEROBE         MANAR (EL)","","-295.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Comptes chèques> Amen","NON",""
"19/08/2013","","REST.SPORT NAUTIQUE BIZERTE","","-280.00","> Dépenses> Loisirs> Restaurant","> Actifs> Comptes chèques> Amen","NON",""
"16/08/2013","","SHELL MENZAH 9        TUNIS","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"15/08/2013","","GEANT TUNIS CITY      ARIANA","","-42.60","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"15/08/2013","","STAF LA FETE          LA SOUKRA","","-13.70","> Dépenses> Loisirs> Sorties","> Actifs> Comptes chèques> Amen","NON",""
"15/08/2013","","MSM MAAROUF SERVICE   BENAROUSSE","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"14/08/2013","","STE MARIOT            MENZAH 9","halloula","-104.50","> Dépenses> Avances","> Actifs> Comptes chèques> Amen","NON",""
"14/08/2013","PE DU 0","CLINIQUE TAOUFIK      TUNIS","","-42.84","> Dépenses> Santé","> Actifs> Comptes chèques> Amen","NON",""
"12/08/2013","","ATM EL MANAR CAMPUS    TUNIS","","-400.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"12/08/2013","2223400","CHQ 2223400 FAV STE POLYCLINIQUE ETT","","-58.80","> Dépenses> Santé","> Actifs> Comptes chèques> Amen","NON",""
"12/08/2013","","STATION OILYBIA.MANAR EL MANAR III","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"12/08/2013","","MONOPRIX EL MANAR     MANAR (EL)","","-24.85","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"06/08/2013","2223399","CHQ 2223399 FAV MOUNIR TAKALI  - OIL","","-50.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"02/08/2013","2223398","CHQ 2223398 FAV 0","","-55.00","> Dépenses> Auto> Essence","> Actifs> Comptes chèques> Amen","NON",""
"02/08/2013","7.13 OP","CARREFOUR  PHENICIA  MAN","","-10.89","> Dépenses> Quotidien> Alimentation","> Actifs> Comptes chèques> Amen","NON",""
"01/08/2013","","MSM MAAROUF SERVICE   BENAROUSSE   TUN","","-10.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","LONG TE","INT/ CREDIT LONG TERME HABITAT DU 27/07/2","","-445.61","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","","REGLEMENT  EFFET  AU : 27.07.13","","-327.19","> Crédits> Appartement","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013",".13 OPE","DAB AB 24.07.13 OPE 816191","","-100.00","> Actifs> Porte-monnaie","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","T P1 07","CION  AMENNET P1 07/13","","-4.00","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","","CION/REGLEMENT EFFET","","-2.95","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
"30/07/2013","","CION / VIRT RECU","","-1.42","> Dépenses> Banque> Frais banquaires","> Actifs> Comptes chèques> Amen","NON",""
